"","ID","Mz"
"973",973,"021809000100600056A"
"974",974,"021809000101100059"
"975",975,"021809000101100059A"
"976",976,"021809000101100014A"
"977",977,"021809000101100014B"
"978",978,"021809000101200051C"
"979",979,"021809000101200051I"
"980",980,"021809000101500021"
"981",981,"021809000101300056E"
"982",982,"021809000101300056D"
"983",983,"021809000101300056C"
"984",984,"021809000101300056B"
"985",985,"021809000101300056A"
"986",986,"021809000101300056"
"987",987,"021809000101500049"
"988",988,"021809000101500046"
"989",989,"021809000101500043"
"990",990,"021809000101500048"
"991",991,"021809000101500047"
"992",992,"021809000101500045"
"993",993,"021809000101500044"
"994",994,"021809000101500042"
"995",995,"021809000101500041"
"996",996,"021809000101500023"
"997",997,"021809000101500024"
"998",998,"021809000101500025"
"999",999,"021809000101500026"
"1000",1000,"021809000101200051H"
"1001",1001,"021809000101300047A"
"1002",1002,"021809000101100023B"
"1003",1003,"021809000101100023A"
"1004",1004,"021809000101300026D"
"1005",1005,"021809000101300022B"
"1006",1006,"021809000101400059C"
"1007",1007,"021809000101400059A"
"1008",1008,"021809000101100058A"
"1009",1009,"021809000101100039"
"1010",1010,"021809000101400025"
"1011",1011,"021809000101400026"
"1012",1012,"021809000101100001G"
"1013",1013,"021809000101100002C"
"1014",1014,"021809000101100003A"
"1015",1015,"021809000101100004"
"1016",1016,"021809000101100005"
"1017",1017,"021809000101100006"
"1018",1018,"021809000101100007"
"1019",1019,"021809000101100008"
"1020",1020,"021809000101100009"
"1021",1021,"021809000101100010"
"1022",1022,"021809000101100012"
"1023",1023,"021809000101100013"
"1024",1024,"021809000101100015"
"1025",1025,"021809000101100016"
"1026",1026,"021809000101100017"
"1027",1027,"021809000101100018"
"1028",1028,"021809000101100057"
"1029",1029,"021809000101100056"
"1030",1030,"021809000101100055"
"1031",1031,"021809000101100054"
"1032",1032,"021809000101100040"
"1033",1033,"021809000101100041"
"1034",1034,"021809000101100053"
"1035",1035,"021809000101100052"
"1036",1036,"021809000101100051"
"1037",1037,"021809000101100050"
"1038",1038,"021809000101100042"
"1039",1039,"021809000101100019A"
"1040",1040,"021809000101100020"
"1041",1041,"021809000101100021"
"1042",1042,"021809000101200033"
"1043",1043,"021809000101400054"
"1044",1044,"021809000101400055"
"1045",1045,"021809000101400056A"
"1046",1046,"021809000101400057"
"1047",1047,"021809000101400057B"
"1048",1048,"021809000101400058"
"1049",1049,"021809000101100043"
"1050",1050,"021809000101100049"
"1051",1051,"021809000101100048"
"1052",1052,"021809000101500034"
"1053",1053,"021809000101500038"
"1054",1054,"021809000101500012"
"1055",1055,"021809000101500035"
"1056",1056,"021809000101500039"
"1057",1057,"021809000101500032"
"1058",1058,"021809000101200025"
"1059",1059,"021809000101200026A"
"1060",1060,"021809000101200027"
"1061",1061,"021809000101200028A"
"1062",1062,"021809000101200029"
"1063",1063,"021809000101200030"
"1064",1064,"021809000101200031A"
"1065",1065,"021809000101200032A"
"1066",1066,"021809000101200052A"
"1067",1067,"021809000101200053"
"1068",1068,"021809000101200057A"
"1069",1069,"021809000101300047"
"1070",1070,"021809000101300052"
"1071",1071,"021809000101300052A"
"1072",1072,"021809000101300053A"
"1073",1073,"021809000101300053"
"1074",1074,"021809000101400035A"
"1075",1075,"021809000101400035"
"1076",1076,"021809000101400045"
"1077",1077,"021809000101100034"
"1078",1078,"021809000101100036"
"1079",1079,"021809000101100037"
"1080",1080,"021809000101100060A"
"1081",1081,"021809000101100061A"
"1082",1082,"021809000101100061"
"1083",1083,"021809000101100062C"
"1084",1084,"021809000101100063"
"1085",1085,"021809000101400045A"
"1086",1086,"021809000101400060B"
"1087",1087,"021809000101100038"
"1088",1088,"021809000101500001A"
"1089",1089,"021809000101500006"
"1090",1090,"021809000101500008"
"1091",1091,"021809000101500002"
"1092",1092,"021809000101500005"
"1093",1093,"021809000101500011C"
"1094",1094,"021809000101500061"
"1095",1095,"021809000101500059"
"1096",1096,"021809000101500060"
"1097",1097,"021809000101500057"
"1098",1098,"021809000101500058"
"1099",1099,"021809000101500010A"
"1100",1100,"021809000101500009"
"1101",1101,"021809000101500054"
"1102",1102,"021809000101500055"
"1103",1103,"021809000101500056"
"1104",1104,"021809000101500014"
"1105",1105,"021809000101500013"
"1106",1106,"021809000101500003"
"1107",1107,"021809000101500004"
"1108",1108,"021809000101500053A"
"1109",1109,"021809000101500015"
"1110",1110,"021809000101500016"
"1111",1111,"021809000101500017"
"1112",1112,"021809000101500018A"
"1113",1113,"021809000101500019"
"1114",1114,"021809000101500020"
"1115",1115,"021809000101500021A"
"1116",1116,"021809000101500051"
"1117",1117,"021809000101500022"
"1118",1118,"021809000101500050"
"1119",1119,"021809000101500027"
"1120",1120,"021809000101500028"
"1121",1121,"021809000101500037"
"1122",1122,"021809000101500036"
"1123",1123,"021809000101400006"
"1124",1124,"021809000101400007"
"1125",1125,"021809000101400008"
"1126",1126,"021809000101400009"
"1127",1127,"021809000101400010"
"1128",1128,"021809000101400011"
"1129",1129,"021809000101400012"
"1130",1130,"021809000101400013"
"1131",1131,"021809000101400014"
"1132",1132,"021809000101400015"
"1133",1133,"021809000101400016"
"1134",1134,"021809000101400017"
"1135",1135,"021809000101400018"
"1136",1136,"021809000101400019A"
"1137",1137,"021809000101400021"
"1138",1138,"021809000101400022A"
"1139",1139,"021809000101400023A"
"1140",1140,"021809000101400024"
"1141",1141,"021809000101200034A"
"1142",1142,"021809000101200035"
"1143",1143,"021809000101200036A"
"1144",1144,"021809000101200037"
"1145",1145,"021809000101200038"
"1146",1146,"021809000101200039A"
"1147",1147,"021809000101200040"
"1148",1148,"021809000101200041"
"1149",1149,"021809000101200042A"
"1150",1150,"021809000101200043"
"1151",1151,"021809000101200044A"
"1152",1152,"021809000101200045"
"1153",1153,"021809000101200046"
"1154",1154,"021809000101200047"
"1155",1155,"021809000101200046A"
"1156",1156,"021809000101500033"
"1157",1157,"021809000101100001L"
"1158",1158,"021809000101100024"
"1159",1159,"021809000101100025"
"1160",1160,"021809000101100026"
"1161",1161,"021809000101100027"
"1162",1162,"021809000101100028"
"1163",1163,"021809000101100029"
"1164",1164,"021809000101100030"
"1165",1165,"021809000101100031"
"1166",1166,"021809000101100032"
"1167",1167,"021809000101100033"
"1168",1168,"021809000101400039"
"1169",1169,"021809000101400040"
"1170",1170,"021809000101400041"
"1171",1171,"021809000101400042"
"1172",1172,"021809000101400043"
"1173",1173,"021809000101400044"
"1174",1174,"021809000101400046"
"1175",1175,"021809000101400047A"
"1176",1176,"021809000101400048"
"1177",1177,"021809000101400049"
"1178",1178,"021809000101400050"
"1179",1179,"021809000101400051"
"1180",1180,"021809000101400052"
"1181",1181,"021809000101400053"
"1182",1182,"021809000101100047"
"1183",1183,"021809000101100046"
"1184",1184,"021809000101100045"
"1185",1185,"021809000101100044"
"1186",1186,"021809000101200001"
"1187",1187,"021809000101200002"
"1188",1188,"021809000101200003"
"1189",1189,"021809000101200004"
"1190",1190,"021809000101200005A"
"1191",1191,"021809000101200006"
"1192",1192,"021809000101200007"
"1193",1193,"021809000101200008"
"1194",1194,"021809000101200009A"
"1195",1195,"021809000101200010A"
"1196",1196,"021809000101200011"
"1197",1197,"021809000101200012"
"1198",1198,"021809000101200013A"
"1199",1199,"021809000101200014"
"1200",1200,"021809000101200015"
"1201",1201,"021809000101200017"
"1202",1202,"021809000101200018"
"1203",1203,"021809000101200019A"
"1204",1204,"021809000101200020"
"1205",1205,"021809000101200021A"
"1206",1206,"021809000101200022"
"1207",1207,"021809000101200023"
"1208",1208,"021809000101200024"
"1209",1209,"021809000101200058B"
"1210",1210,"021809000101300001"
"1211",1211,"021809000101300005"
"1212",1212,"021809000101300006"
"1213",1213,"021809000101300009A"
"1214",1214,"021809000101300010"
"1215",1215,"021809000101300011"
"1216",1216,"021809000101300002A"
"1217",1217,"021809000101300003"
"1218",1218,"021809000101300004"
"1219",1219,"021809000101300007"
"1220",1220,"021809000101300008"
"1221",1221,"021809000101300012"
"1222",1222,"021809000101300013"
"1223",1223,"021809000101300014"
"1224",1224,"021809000101300015"
"1225",1225,"021809000101300016"
"1226",1226,"021809000101300017"
"1227",1227,"021809000101300018"
"1228",1228,"021809000101300019A"
"1229",1229,"021809000101300021"
"1230",1230,"021809000101300020"
"1231",1231,"021809000101300022A"
"1232",1232,"021809000101300023"
"1233",1233,"021809000101300024"
"1234",1234,"021809000101300025"
"1235",1235,"021809000101300027"
"1236",1236,"021809000101300028"
"1237",1237,"021809000101300029B"
"1238",1238,"021809000101300031A"
"1239",1239,"021809000101300032A"
"1240",1240,"021809000101300033"
"1241",1241,"021809000101300024A"
"1242",1242,"021809000101300035"
"1243",1243,"021809000101300036"
"1244",1244,"021809000101300037"
"1245",1245,"021809000101300038"
"1246",1246,"021809000101300039"
"1247",1247,"021809000101300040"
"1248",1248,"021809000101300041"
"1249",1249,"021809000101400005"
"1250",1250,"021809000101300042"
"1251",1251,"021809000101300043"
"1252",1252,"021809000101300044A"
"1253",1253,"021809000101300045"
"1254",1254,"021809000101300046"
"1255",1255,"021809000101300048A"
"1256",1256,"021809000101300061A"
"1257",1257,"021809000101300059A"
"1258",1258,"021809000101300048B"
"1259",1259,"021809000101300049A"
"1260",1260,"021809000101300049B"
"1261",1261,"021809000101300058"
"1262",1262,"021809000101300050"
"1263",1263,"021809000101300057"
"1264",1264,"021809000101300051A"
"1265",1265,"021809000101300055"
"1266",1266,"021809000101300054"
"1267",1267,"021809000101300034"
"1268",1268,"021809000101400001A"
"1269",1269,"021809000101400003"
"1270",1270,"021809000101400004"
"1271",1271,"021809000101400027"
"1272",1272,"021809000101400028"
"1273",1273,"021809000101400029"
"1274",1274,"021809000101400030"
"1275",1275,"021809000101400031"
"1276",1276,"021809000101400032A"
"1277",1277,"021809000101400034"
"1278",1278,"021809000101400036"
"1279",1279,"021809000101400037"
"1280",1280,"021809000101400038"
"1281",1281,"021809000101100001"
"1282",1282,"021809000101100035E"
"1283",1283,"021809000101100022A"
"1284",1284,"021809000101100022B"
"1285",1285,"021809000101100011"
"1286",1286,"021809000101100035B"
"1287",1287,"021809000101200048B"
"1288",1288,"021809000101200048A"
"1289",1289,"021809000101500040"
"1290",1290,"021809000101500040A"
"1291",1291,"021809000101300030B"
"1292",1292,"021809000101300030A"
"1293",1293,"021809000101300056F"
"1294",1294,"021809000101300056G"
"1295",1295,"021809000101500052A"
"1296",1296,"021809000101500052"
"1297",1297,"021809000101500029A"
"1298",1298,"021809000101500029"
"1299",1299,"021809000101500031"
"1300",1300,"021809000101500031A"
"1301",1301,"021809000101200033C"
"1302",1302,"021809000101200033B"
"1303",1303,"021809000101600011C"
"1304",1304,"021809000101600036A"
"1305",1305,"021809000101600036"
"1306",1306,"021809000101700031"
"1307",1307,"021809000101700018E"
"1308",1308,"021809000101700023C"
"1309",1309,"021809000101700013"
"1310",1310,"021809000101700014"
"1311",1311,"021809000101700033A"
"1312",1312,"021809000101700033"
"1313",1313,"021809000101700042"
"1314",1314,"021809000101700042A"
"1315",1315,"021809000101700012D"
"1316",1316,"021809000101700012E"
"1317",1317,"021809000101800008A"
"1318",1318,"021809000101800008"
"1319",1319,"021809000101800008B"
"1320",1320,"021809000101800002D"
"1321",1321,"021809000101800004B"
"1322",1322,"021809000101800002C"
"1323",1323,"021809000101901010Y"
"1324",1324,"021809000101901010P"
"1325",1325,"021809000101901010O"
"1326",1326,"021809000101901010R"
"1327",1327,"021809000101901010S"
"1328",1328,"021809000101901010V"
"1329",1329,"021809000101901010J"
"1330",1330,"021809000101901010W"
"1331",1331,"021809000101901010U"
"1332",1332,"021809000101901010T"
"1333",1333,"021809000101901009H"
"1334",1334,"021809000101901009K"
"1335",1335,"021809000101901009O"
"1336",1336,"021809000101901009N"
"1337",1337,"021809000101901009P"
"1338",1338,"021809000101901009J"
"1339",1339,"021809000101902037A"
"1340",1340,"021809000101902036"
"1341",1341,"021809000101902043"
"1342",1342,"021809000101902044"
"1343",1343,"021809000101902035B"
"1344",1344,"021809000101902045"
"1345",1345,"021809000101902049"
"1346",1346,"021809000101902046"
"1347",1347,"021809000101902017B"
"1348",1348,"021809000101902047"
"1349",1349,"021809000101902032"
"1350",1350,"021809000101902048"
"1351",1351,"021809000101902031"
"1352",1352,"021809000101902033"
"1353",1353,"021809000101902018"
"1354",1354,"021809000101902030"
"1355",1355,"021809000101902019"
"1356",1356,"021809000101902014E"
"1357",1357,"021809000101902012"
"1358",1358,"021809000101902029"
"1359",1359,"021809000101902011"
"1360",1360,"021809000101902028"
"1361",1361,"021809000101902020A"
"1362",1362,"021809000101902013"
"1363",1363,"021809000101902021"
"1364",1364,"021809000101902027"
"1365",1365,"021809000101902010"
"1366",1366,"021809000101902004"
"1367",1367,"021809000101902023"
"1368",1368,"021809000101902005"
"1369",1369,"021809000101902008"
"1370",1370,"021809000101902022"
"1371",1371,"021809000101902026"
"1372",1372,"021809000101902024"
"1373",1373,"021809000101902003"
"1374",1374,"021809000101902002A"
"1375",1375,"021809000101902001A"
"1376",1376,"021809000101902025"
"1377",1377,"021809000101903026"
"1378",1378,"021809000101903056"
"1379",1379,"021809000101903055"
"1380",1380,"021809000101903054"
"1381",1381,"021809000101903025"
"1382",1382,"021809000101903027"
"1383",1383,"021809000101903053"
"1384",1384,"021809000101903052"
"1385",1385,"021809000101903024"
"1386",1386,"021809000101903028"
"1387",1387,"021809000101903021"
"1388",1388,"021809000101903051"
"1389",1389,"021809000101903043"
"1390",1390,"021809000101903029"
"1391",1391,"021809000101903050"
"1392",1392,"021809000101903020"
"1393",1393,"021809000101903022"
"1394",1394,"021809000101903044"
"1395",1395,"021809000101903049"
"1396",1396,"021809000101903030"
"1397",1397,"021809000101903018"
"1398",1398,"021809000101903042"
"1399",1399,"021809000101903045"
"1400",1400,"021809000101903048"
"1401",1401,"021809000101903012"
"1402",1402,"021809000101903031"
"1403",1403,"021809000101903019"
"1404",1404,"021809000101903046"
"1405",1405,"021809000101903010"
"1406",1406,"021809000101903033"
"1407",1407,"021809000101903047"
"1408",1408,"021809000101903013"
"1409",1409,"021809000101903017"
"1410",1410,"021809000101903011"
"1411",1411,"021809000101903032"
"1412",1412,"021809000101903041"
"1413",1413,"021809000101903034"
"1414",1414,"021809000101903007"
"1415",1415,"021809000101903016"
"1416",1416,"021809000101903040"
"1417",1417,"021809000101903014"
"1418",1418,"021809000101903008"
"1419",1419,"021809000101903006"
"1420",1420,"021809000101903039"
"1421",1421,"021809000101903015"
"1422",1422,"021809000101903038"
"1423",1423,"021809000101903005"
"1424",1424,"021809000101903035"
"1425",1425,"021809000101903004"
"1426",1426,"021809000101903036A"
"1427",1427,"021809000101903003"
"1428",1428,"021809000101903002"
"1429",1429,"021809000101903001"
"1430",1430,"021809000101904054"
"1431",1431,"021809000101904053"
"1432",1432,"021809000101904055"
"1433",1433,"021809000101904052"
"1434",1434,"021809000101904056"
"1435",1435,"021809000101904051"
"1436",1436,"021809000101904049"
"1437",1437,"021809000101904058A"
"1438",1438,"021809000101904050"
"1439",1439,"021809000101904057A"
"1440",1440,"021809000101904045"
"1441",1441,"021809000101904042"
"1442",1442,"021809000101904046A"
"1443",1443,"021809000101904041"
"1444",1444,"021809000101904044"
"1445",1445,"021809000101904059"
"1446",1446,"021809000101904039"
"1447",1447,"021809000101904043"
"1448",1448,"021809000101904040"
"1449",1449,"021809000101904060"
"1450",1450,"021809000101904033"
"1451",1451,"021809000101904061"
"1452",1452,"021809000101904034"
"1453",1453,"021809000101904038"
"1454",1454,"021809000101904021"
"1455",1455,"021809000101904035"
"1456",1456,"021809000101904020"
"1457",1457,"021809000101904032"
"1458",1458,"021809000101904022"
"1459",1459,"021809000101904036"
"1460",1460,"021809000101904019"
"1461",1461,"021809000101904029B"
"1462",1462,"021809000101904037"
"1463",1463,"021809000101904018"
"1464",1464,"021809000101904023"
"1465",1465,"021809000101904025"
"1466",1466,"021809000101904017"
"1467",1467,"021809000101904005"
"1468",1468,"021809000101904028"
"1469",1469,"021809000101904016"
"1470",1470,"021809000101904006"
"1471",1471,"021809000101904026"
"1472",1472,"021809000101904015"
"1473",1473,"021809000101904007"
"1474",1474,"021809000101904024"
"1475",1475,"021809000101904004"
"1476",1476,"021809000101904027"
"1477",1477,"021809000101904008"
"1478",1478,"021809000101904014"
"1479",1479,"021809000101904003"
"1480",1480,"021809000101904009"
"1481",1481,"021809000101904013"
"1482",1482,"021809000101904010"
"1483",1483,"021809000101904011"
"1484",1484,"021809000101904002"
"1485",1485,"021809000101904012"
"1486",1486,"021809000101905049B"
"1487",1487,"021809000101905048"
"1488",1488,"021809000101800057"
"1489",1489,"021809000101801024"
"1490",1490,"021809000101801020"
"1491",1491,"021809000101801023"
"1492",1492,"021809000101801015"
"1493",1493,"021809000101801019"
"1494",1494,"021809000101801021"
"1495",1495,"021809000101801016"
"1496",1496,"021809000101801022"
"1497",1497,"021809000101801017"
"1498",1498,"021809000101801014"
"1499",1499,"021809000101801008"
"1500",1500,"021809000101801009"
"1501",1501,"021809000101801010"
"1502",1502,"021809000101801018"
"1503",1503,"021809000101801013"
"1504",1504,"021809000101801007"
"1505",1505,"021809000101801006"
"1506",1506,"021809000101801012"
"1507",1507,"021809000101801004"
"1508",1508,"021809000101801002"
"1509",1509,"021809000101801003"
"1510",1510,"021809000101801001"
"1511",1511,"021809000101904001"
"1512",1512,"021809000101905043"
"1513",1513,"021809000101905046B"
"1514",1514,"021809000101905041C"
"1515",1515,"021809000101905039B"
"1516",1516,"021809000101905040"
"1517",1517,"021809000101905038"
"1518",1518,"021809000101905033"
"1519",1519,"021809000101905037"
"1520",1520,"021809000101905036"
"1521",1521,"021809000101905028A"
"1522",1522,"021809000101905007"
"1523",1523,"021809000101905008A"
"1524",1524,"021809000101905023"
"1525",1525,"021809000101905027A"
"1526",1526,"021809000101905024"
"1527",1527,"021809000101905010B"
"1528",1528,"021809000101905005B"
"1529",1529,"021809000101905025"
"1530",1530,"021809000101905022"
"1531",1531,"021809000101905012B"
"1532",1532,"021809000101905021"
"1533",1533,"021809000101905020A"
"1534",1534,"021809000101905019"
"1535",1535,"021809000101905004"
"1536",1536,"021809000101905015A"
"1537",1537,"021809000101905016A"
"1538",1538,"021809000101905003A"
"1539",1539,"021809000101905016B"
"1540",1540,"021809000101905002"
"1541",1541,"021809000101905001"
"1542",1542,"021809000101901009M"
"1543",1543,"021809000101901009L"
"1544",1544,"021809000101901018F"
"1545",1545,"021809000101902015A"
"1546",1546,"021809000101902015B"
"1547",1547,"021809000101905017B"
"1548",1548,"021809000101800039A"
"1549",1549,"021809000101800039C"
"1550",1550,"021809000101600026C"
"1551",1551,"021809000101800013"
"1552",1552,"021809000101800004"
"1553",1553,"021809000101800040"
"1554",1554,"021809000101600026B"
"1555",1555,"021809000101600022"
"1556",1556,"021809000101600027"
"1557",1557,"021809000101600030"
"1558",1558,"021809000101600019"
"1559",1559,"021809000101600021"
"1560",1560,"021809000101600020"
"1561",1561,"021809000101800036B"
"1562",1562,"021809000101800036F"
"1563",1563,"021809000101800002A"
"1564",1564,"021809000101800003"
"1565",1565,"021809000101800039"
"1566",1566,"021809000101800041"
"1567",1567,"021809000101800047"
"1568",1568,"021809000101800042"
"1569",1569,"021809000101800046"
"1570",1570,"021809000101800045B"
"1571",1571,"021809000101800038"
"1572",1572,"021809000101800043"
"1573",1573,"021809000101800044"
"1574",1574,"021809000101800043A"
"1575",1575,"021809000101800043B"
"1576",1576,"021809000101800049"
"1577",1577,"021809000101800056"
"1578",1578,"021809000101800050B"
"1579",1579,"021809000101800051"
"1580",1580,"021809000101700045A"
"1581",1581,"021809000101800055"
"1582",1582,"021809000101800054A"
"1583",1583,"021809000101800052"
"1584",1584,"021809000101800036E"
"1585",1585,"021809000101800036D"
"1586",1586,"021809000101800036A"
"1587",1587,"021809000101800036C"
"1588",1588,"021809000101800014"
"1589",1589,"021809000101700048"
"1590",1590,"021809000101800012A"
"1591",1591,"021809000101800015"
"1592",1592,"021809000101600044"
"1593",1593,"021809000101600045"
"1594",1594,"021809000101600043"
"1595",1595,"021809000101600039"
"1596",1596,"021809000101600038"
"1597",1597,"021809000101600032"
"1598",1598,"021809000101600053"
"1599",1599,"021809000101700016"
"1600",1600,"021809000101700018F"
"1601",1601,"021809000101700018D"
"1602",1602,"021809000101700064"
"1603",1603,"021809000101700058B"
"1604",1604,"021809000101700059"
"1605",1605,"021809000101700062"
"1606",1606,"021809000101700063"
"1607",1607,"021809000101700053"
"1608",1608,"021809000101700052"
"1609",1609,"021809000101800010A"
"1610",1610,"021809000101700055"
"1611",1611,"021809000101700056"
"1612",1612,"021809000101700057"
"1613",1613,"021809000101800053"
"1614",1614,"021809000101800053I"
"1615",1615,"021809000101800063G"
"1616",1616,"021809000101800005A"
"1617",1617,"021809000101700034"
"1618",1618,"021809000101800018"
"1619",1619,"021809000101800063E"
"1620",1620,"021809000101901001B"
"1621",1621,"021809000101901001A"
"1622",1622,"021809000101901001E"
"1623",1623,"021809000101901004A"
"1624",1624,"021809000101901007A"
"1625",1625,"021809000101901007G"
"1626",1626,"021809000101901007I"
"1627",1627,"021809000101600054"
"1628",1628,"021809000101600057"
"1629",1629,"021809000101600058"
"1630",1630,"021809000101800037"
"1631",1631,"021809000101800036"
"1632",1632,"021809000101600055"
"1633",1633,"021809000101600059"
"1634",1634,"021809000101700054C"
"1635",1635,"021809000101700049F"
"1636",1636,"021809000101700045"
"1637",1637,"021809000101600028"
"1638",1638,"021809000101600029"
"1639",1639,"021809000101600035"
"1640",1640,"021809000101600033"
"1641",1641,"021809000101600031"
"1642",1642,"021809000101600040"
"1643",1643,"021809000101600041"
"1644",1644,"021809000101800017"
"1645",1645,"021809000101800019"
"1646",1646,"021809000101800028"
"1647",1647,"021809000101800027"
"1648",1648,"021809000101800029"
"1649",1649,"021809000101900019"
"1650",1650,"021809000101900018"
"1651",1651,"021809000101900017"
"1652",1652,"021809000101900016"
"1653",1653,"021809000101900025"
"1654",1654,"021809000101900026"
"1655",1655,"021809000101900015"
"1656",1656,"021809000101900014"
"1657",1657,"021809000101900013"
"1658",1658,"021809000101900012"
"1659",1659,"021809000101900011"
"1660",1660,"021809000101900010"
"1661",1661,"021809000101900009"
"1662",1662,"021809000101900001"
"1663",1663,"021809000101900008"
"1664",1664,"021809000101900002"
"1665",1665,"021809000101900007"
"1666",1666,"021809000101900006"
"1667",1667,"021809000101900005"
"1668",1668,"021809000101900004"
"1669",1669,"021809000101900003"
"1670",1670,"021809000101600011B"
"1671",1671,"021809000101600025"
"1672",1672,"021809000101600024"
"1673",1673,"021809000101600023"
"1674",1674,"021809000101800039B"
"1675",1675,"021809000101600003"
"1676",1676,"021809000101600007"
"1677",1677,"021809000101600002"
"1678",1678,"021809000101600006"
"1679",1679,"021809000101600009"
"1680",1680,"021809000101600008"
"1681",1681,"021809000101600010"
"1682",1682,"021809000101600047"
"1683",1683,"021809000101600048"
"1684",1684,"021809000101600049"
"1685",1685,"021809000101600051"
"1686",1686,"021809000101600050"
"1687",1687,"021809000101600042"
"1688",1688,"021809000101600061"
"1689",1689,"021809000101600060"
"1690",1690,"021809000101600056"
"1691",1691,"021809000101600052"
"1692",1692,"021809000101800048"
"1693",1693,"021809000101700010"
"1694",1694,"021809000101700008"
"1695",1695,"021809000101700009"
"1696",1696,"021809000101700002A"
"1697",1697,"021809000101700009B"
"1698",1698,"021809000101700011E"
"1699",1699,"021809000101700061"
"1700",1700,"021809000101700060"
"1701",1701,"021809000101700012C"
"1702",1702,"021809000101800035A"
"1703",1703,"021809000101700004"
"1704",1704,"021809000101700005"
"1705",1705,"021809000101700005A"
"1706",1706,"021809000101700003"
"1707",1707,"021809000101700006"
"1708",1708,"021809000101700007"
"1709",1709,"021809000101700002B"
"1710",1710,"021809000101700001"
"1711",1711,"021809000101600012"
"1712",1712,"021809000101600013"
"1713",1713,"021809000101600014"
"1714",1714,"021809000101600015"
"1715",1715,"021809000101800022"
"1716",1716,"021809000101800021"
"1717",1717,"021809000101800020"
"1718",1718,"021809000101800023"
"1719",1719,"021809000101800025"
"1720",1720,"021809000101800026"
"1721",1721,"021809000101800030"
"1722",1722,"021809000101800031"
"1723",1723,"021809000101800068"
"1724",1724,"021809000101800063B"
"1725",1725,"021809000101800058A"
"1726",1726,"021809000101800033"
"1727",1727,"021809000101800067"
"1728",1728,"021809000101800060A"
"1729",1729,"021809000101900023"
"1730",1730,"021809000101800034"
"1731",1731,"021809000101800032"
"1732",1732,"021809000101900021"
"1733",1733,"021809000101900020"
"1734",1734,"021809000101800061A"
"1735",1735,"021809000101800065B"
"1736",1736,"021809000101900044C"
"1737",1737,"021809000101900044A"
"1738",1738,"021809000101900059A"
"1739",1739,"021809000101900058"
"1740",1740,"021809000101900057B"
"1741",1741,"021809000101900056"
"1742",1742,"021809000101900046B"
"1743",1743,"021809000101900047A"
"1744",1744,"021809000101900048A"
"1745",1745,"021809000101900049A"
"1746",1746,"021809000101900045"
"1747",1747,"021809000101900055"
"1748",1748,"021809000101900060"
"1749",1749,"021809000101900061"
"1750",1750,"021809000101900054"
"1751",1751,"021809000101900053"
"1752",1752,"021809000101900052"
"1753",1753,"021809000101900051"
"1754",1754,"021809000101900039"
"1755",1755,"021809000101900033A"
"1756",1756,"021809000101900033"
"1757",1757,"021809000101900044"
"1758",1758,"021809000101900043"
"1759",1759,"021809000101900050"
"1760",1760,"021809000101900042"
"1761",1761,"021809000101900041"
"1762",1762,"021809000101900034"
"1763",1763,"021809000101900035"
"1764",1764,"021809000101900032"
"1765",1765,"021809000101900030"
"1766",1766,"021809000101900031"
"1767",1767,"021809000101900036"
"1768",1768,"021809000101900028"
"1769",1769,"021809000101900029"
"1770",1770,"021809000101900037"
"1771",1771,"021809000101900040"
"1772",1772,"021809000101900038"
"1773",1773,"021809000101900027"
"1774",1774,"021809000101900024"
"1775",1775,"021809000101600006A"
"1776",1776,"021809000101600046"
"1777",1777,"021809000101700004A"
"1778",1778,"021809000101700014K"
"1779",1779,"021809000101700014J"
"1780",1780,"021809000101800024E"
"1781",1781,"021809000101800024B"
"1782",1782,"021809000101800063C"
"1783",1783,"021809000101800068C"
"1784",1784,"021809000101800065C"
"1785",1785,"021809000101800068D"
"1786",1786,"021809000101800051A"
"1787",1787,"021809000101800039Ñ"
"1788",1788,"021809000101800039S"
"1789",1789,"021809000101800039W"
"1790",1790,"021809000101901007E"
"1791",1791,"021809000101901007F"
"1792",1792,"021809000101901006B"
"1793",1793,"021809000101901009A"
"1794",1794,"021809000101901009F"
"1795",1795,"021809000101901009G"
"1796",1796,"021809000101901009I"
"1797",1797,"021809000101901007J"
"1798",1798,"021809000101901019V"
"1799",1799,"021809000101901019Y"
"1800",1800,"021809000101901006A"
"1801",1801,"021809000101901006C"
"1802",1802,"021809000101600017"
"1803",1803,"021809000101700047"
"1804",1804,"021809000101800006"
"1805",1805,"021809000101800007"
"1806",1806,"021809000101800009"
"1807",1807,"021809000101800011"
"1808",1808,"021809000101901018E"
"1809",1809,"021809000101901018G"
"1810",1810,"021809000101600016"
"1811",1811,"021809000101600018"
"1812",1812,"021809000101700032"
"1813",1813,"021809000101700015"
"1814",1814,"021809000101700017"
"1815",1815,"021809000101700018A"
"1816",1816,"021809000101700018B"
"1817",1817,"021809000101700035"
"1818",1818,"021809000101700039"
"1819",1819,"021809000101700037"
"1820",1820,"021809000101901018D"
"1821",1821,"021809000101901019X"
"1822",1822,"021809000101901019R"
"1823",1823,"021809000101700038"
"1824",1824,"021809000101700036"
"1825",1825,"021809000101700030"
"1826",1826,"021809000101700043"
"1827",1827,"021809000101700029"
"1828",1828,"021809000101700040"
"1829",1829,"021809000101700019"
"1830",1830,"021809000101700021"
"1831",1831,"021809000101700022"
"1832",1832,"021809000101700027"
"1833",1833,"021809000101700026"
