fid,UBIGEO,CODDPTO,NOMBDPTO,CODPROV,NOMBPROV,CODDIST,NOMBDIST,CODCCPP,NOMCCPP,CODZONA,SUFZONA,CODMZNA,SUFMZNA,CIUDAD,IDMANZANA,ID
"3617","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","001",E,CHIMBOTE,02180100900001E,"3616"
"3618","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","001",G,CHIMBOTE,02180100900001G,"3617"
"3619","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","001",F,CHIMBOTE,02180100900001F,"3618"
"3620","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","001",I,CHIMBOTE,02180100900001I,"3619"
"3621","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"004","00","021",,CHIMBOTE,"02180100400021","3620"
"3622","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"004","00","022",,CHIMBOTE,"02180100400022","3621"
"3623","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"004","00","023",,CHIMBOTE,"02180100400023","3622"
"3624","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"004","00","024",,CHIMBOTE,"02180100400024","3623"
"3625","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"004","00","025",A,CHIMBOTE,02180100400025A,"3624"
"3626","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","016",A,CHIMBOTE,02180101000016A,"3625"
"3627","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","017",,CHIMBOTE,"02180101000017","3626"
"3628","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","019",,CHIMBOTE,"02180101000019","3627"
"3629","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","020",,CHIMBOTE,"02180101000020","3628"
"3630","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","021",,CHIMBOTE,"02180101000021","3629"
"3631","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","022",,CHIMBOTE,"02180101000022","3630"
"3632","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","023",,CHIMBOTE,"02180101000023","3631"
"3633","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","024",,CHIMBOTE,"02180101000024","3632"
"3634","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","025",,CHIMBOTE,"02180101000025","3633"
"3635","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","026",,CHIMBOTE,"02180101000026","3634"
"3636","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","027",,CHIMBOTE,"02180101000027","3635"
"3637","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","028",,CHIMBOTE,"02180101000028","3636"
"3638","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","029",,CHIMBOTE,"02180101000029","3637"
"3639","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"007","00","038",,CHIMBOTE,"02180100700038","3638"
"3640","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"007","00","039",,CHIMBOTE,"02180100700039","3639"
"3641","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"007","00","040",,CHIMBOTE,"02180100700040","3640"
"3642","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","016",,CHIMBOTE,"02180101600016","3641"
"3643","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","017",,CHIMBOTE,"02180101600017","3642"
"3644","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","018",,CHIMBOTE,"02180101600018","3643"
"3645","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","019",,CHIMBOTE,"02180101600019","3644"
"3646","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","020",,CHIMBOTE,"02180101600020","3645"
"3647","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","021",,CHIMBOTE,"02180101600021","3646"
"3648","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","022",,CHIMBOTE,"02180101600022","3647"
"3649","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","023",,CHIMBOTE,"02180101600023","3648"
"3650","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","024",,CHIMBOTE,"02180101600024","3649"
"3651","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","025",A,CHIMBOTE,02180101600025A,"3650"
"3652","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","026",,CHIMBOTE,"02180101600026","3651"
"3653","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","027",,CHIMBOTE,"02180101600027","3652"
"3654","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","028",,CHIMBOTE,"02180101600028","3653"
"3655","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","029",,CHIMBOTE,"02180101600029","3654"
"3656","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","030",,CHIMBOTE,"02180101600030","3655"
"3657","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","031",,CHIMBOTE,"02180101600031","3656"
"3658","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"016","00","032",,CHIMBOTE,"02180101600032","3657"
"3659","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","037",,CHIMBOTE,"02180101700037","3658"
"3660","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","038",,CHIMBOTE,"02180101700038","3659"
"3661","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","039",,CHIMBOTE,"02180101700039","3660"
"3662","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","040",,CHIMBOTE,"02180101700040","3661"
"3663","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","041",,CHIMBOTE,"02180101700041","3662"
"3664","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","043",,CHIMBOTE,"02180101700043","3663"
"3665","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","044",,CHIMBOTE,"02180101700044","3664"
"3666","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","045",,CHIMBOTE,"02180101700045","3665"
"3667","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","046",,CHIMBOTE,"02180101700046","3666"
"3668","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","047",,CHIMBOTE,"02180101700047","3667"
"3669","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","048",,CHIMBOTE,"02180101700048","3668"
"3670","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","049",,CHIMBOTE,"02180101700049","3669"
"3671","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","050",,CHIMBOTE,"02180101700050","3670"
"3672","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","051",,CHIMBOTE,"02180101700051","3671"
"3673","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","011",,CHIMBOTE,"02180102800011","3672"
"3674","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","012",,CHIMBOTE,"02180102800012","3673"
"3675","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","015",,CHIMBOTE,"02180102800015","3674"
"3676","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","016",,CHIMBOTE,"02180102800016","3675"
"3677","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","017",,CHIMBOTE,"02180102800017","3676"
"3678","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","018",,CHIMBOTE,"02180102800018","3677"
"3679","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","019",,CHIMBOTE,"02180102800019","3678"
"3680","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","020",,CHIMBOTE,"02180102800020","3679"
"3681","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"028","00","021",,CHIMBOTE,"02180102800021","3680"
"3682","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","059",,CHIMBOTE,"02180102300059","3681"
"3683","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","001",,CHIMBOTE,"02180102300001","3682"
"3684","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","002",,CHIMBOTE,"02180102300002","3683"
"3685","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","003",,CHIMBOTE,"02180102300003","3684"
"3686","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","004",,CHIMBOTE,"02180102300004","3685"
"3687","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"023","00","006",K,CHIMBOTE,02180102300006K,"3686"
"3688","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","021",A,CHIMBOTE,02180102700021A,"3687"
"3689","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","023",A,CHIMBOTE,02180102700023A,"3688"
"3690","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","024",,CHIMBOTE,"02180102700024","3689"
"3691","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","025",,CHIMBOTE,"02180102700025","3690"
"3692","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","026",,CHIMBOTE,"02180102700026","3691"
"3693","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","027",,CHIMBOTE,"02180102700027","3692"
"3694","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","028",,CHIMBOTE,"02180102700028","3693"
"3695","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","029",,CHIMBOTE,"02180102700029","3694"
"3696","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","030",,CHIMBOTE,"02180102700030","3695"
"3697","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","031",A,CHIMBOTE,02180102700031A,"3696"
"3698","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","022",C,CHIMBOTE,02180102700022C,"3697"
"3699","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","032",,CHIMBOTE,"02180102700032","3698"
"3700","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","033",,CHIMBOTE,"02180102700033","3699"
"3701","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","034",,CHIMBOTE,"02180102700034","3700"
"3702","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","035",,CHIMBOTE,"02180102700035","3701"
"3703","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","036",,CHIMBOTE,"02180102700036","3702"
"3704","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","037",,CHIMBOTE,"02180102700037","3703"
"3705","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","038",,CHIMBOTE,"02180102700038","3704"
"3706","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","039",,CHIMBOTE,"02180102700039","3705"
"3707","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","040",,CHIMBOTE,"02180102700040","3706"
"3708","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"027","00","041",,CHIMBOTE,"02180102700041","3707"
"3709","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"005","00","002",F,CHIMBOTE,02180100500002F,"3708"
"3710","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","033",,CHIMBOTE,"02180101000033","3709"
"3711","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","034",,CHIMBOTE,"02180101000034","3710"
"3712","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","035",,CHIMBOTE,"02180101000035","3711"
"3713","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","036",,CHIMBOTE,"02180101000036","3712"
"3714","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","037",,CHIMBOTE,"02180101000037","3713"
"3715","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","038",,CHIMBOTE,"02180101000038","3714"
"3716","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","039",,CHIMBOTE,"02180101000039","3715"
"3717","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","040",,CHIMBOTE,"02180101000040","3716"
"3718","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","041",,CHIMBOTE,"02180101000041","3717"
"3719","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","042",,CHIMBOTE,"02180101000042","3718"
"3720","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","043",,CHIMBOTE,"02180101000043","3719"
"3721","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","044",A,CHIMBOTE,02180101000044A,"3720"
"3722","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","045",,CHIMBOTE,"02180101000045","3721"
"3723","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","046",,CHIMBOTE,"02180101000046","3722"
"3724","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","047",,CHIMBOTE,"02180101000047","3723"
"3725","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"010","00","048",,CHIMBOTE,"02180101000048","3724"
"3726","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","042",,CHIMBOTE,"02180101200042","3725"
"3727","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","043",,CHIMBOTE,"02180101200043","3726"
"3728","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","044",,CHIMBOTE,"02180101200044","3727"
"3729","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","045",,CHIMBOTE,"02180101200045","3728"
"3730","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","046",,CHIMBOTE,"02180101200046","3729"
"3731","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","047",,CHIMBOTE,"02180101200047","3730"
"3732","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","048",,CHIMBOTE,"02180101200048","3731"
"3733","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","049",,CHIMBOTE,"02180101200049","3732"
"3734","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","050",,CHIMBOTE,"02180101200050","3733"
"3735","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","051",,CHIMBOTE,"02180101200051","3734"
"3736","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","052",,CHIMBOTE,"02180101200052","3735"
"3737","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","053",,CHIMBOTE,"02180101200053","3736"
"3738","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","054",,CHIMBOTE,"02180101200054","3737"
"3739","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","055",,CHIMBOTE,"02180101200055","3738"
"3740","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","056",,CHIMBOTE,"02180101200056","3739"
"3741","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","057",,CHIMBOTE,"02180101200057","3740"
"3742","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","058",,CHIMBOTE,"02180101200058","3741"
"3743","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"012","00","059",C,CHIMBOTE,02180101200059C,"3742"
"3744","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","001",,CHIMBOTE,"02180101500001","3743"
"3745","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","002",,CHIMBOTE,"02180101500002","3744"
"3746","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","003",,CHIMBOTE,"02180101500003","3745"
"3747","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","004",,CHIMBOTE,"02180101500004","3746"
"3748","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","005",,CHIMBOTE,"02180101500005","3747"
"3749","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","006",,CHIMBOTE,"02180101500006","3748"
"3750","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","007",,CHIMBOTE,"02180101500007","3749"
"3751","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","008",,CHIMBOTE,"02180101500008","3750"
"3752","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","009",,CHIMBOTE,"02180101500009","3751"
"3753","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","010",A,CHIMBOTE,02180101500010A,"3752"
"3754","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","011",,CHIMBOTE,"02180101500011","3753"
"3755","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","012",A,CHIMBOTE,02180101500012A,"3754"
"3756","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"015","00","013",,CHIMBOTE,"02180101500013","3755"
"3757","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","005",,CHIMBOTE,"02180100600005","3756"
"3758","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","006",,CHIMBOTE,"02180100600006","3757"
"3759","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","022",,CHIMBOTE,"02180100600022","3758"
"3760","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","023",,CHIMBOTE,"02180100600023","3759"
"3761","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","024",,CHIMBOTE,"02180100600024","3760"
"3762","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","025",A,CHIMBOTE,02180100600025A,"3761"
"3763","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","039",,CHIMBOTE,"02180100600039","3762"
"3764","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","040",A,CHIMBOTE,02180100600040A,"3763"
"3765","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","041",A,CHIMBOTE,02180100600041A,"3764"
"3766","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","042",A,CHIMBOTE,02180100600042A,"3765"
"3767","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","043",B,CHIMBOTE,02180100600043B,"3766"
"3768","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"006","00","043",A,CHIMBOTE,02180100600043A,"3767"
"3769","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","001",,CHIMBOTE,"02180100800001","3768"
"3770","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","002",,CHIMBOTE,"02180100800002","3769"
"3771","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","003",,CHIMBOTE,"02180100800003","3770"
"3772","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","004",,CHIMBOTE,"02180100800004","3771"
"3773","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","005",,CHIMBOTE,"02180100800005","3772"
"3774","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","006",,CHIMBOTE,"02180100800006","3773"
"3775","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","007",,CHIMBOTE,"02180100800007","3774"
"3776","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","008",,CHIMBOTE,"02180100800008","3775"
"3777","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","009",,CHIMBOTE,"02180100800009","3776"
"3778","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","010",,CHIMBOTE,"02180100800010","3777"
"3779","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","011",A,CHIMBOTE,02180100800011A,"3778"
"3780","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","011",B,CHIMBOTE,02180100800011B,"3779"
"3781","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","012",,CHIMBOTE,"02180100800012","3780"
"3782","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","013",,CHIMBOTE,"02180100800013","3781"
"3783","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","014",,CHIMBOTE,"02180100800014","3782"
"3784","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","015",,CHIMBOTE,"02180100800015","3783"
"3785","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","016",,CHIMBOTE,"02180100800016","3784"
"3786","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"008","00","017",,CHIMBOTE,"02180100800017","3785"
"3787","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"007","00","007",,CHIMBOTE,"02180100700007","3786"
"3788","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","055",,CHIMBOTE,"02180100900055","3787"
"3789","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","056",,CHIMBOTE,"02180100900056","3788"
"3790","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","057",,CHIMBOTE,"02180100900057","3789"
"3791","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"009","00","058",A,CHIMBOTE,02180100900058A,"3790"
"3792","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","003",A,CHIMBOTE,02180101700003A,"3791"
"3793","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","005",,CHIMBOTE,"02180101700005","3792"
"3794","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","006",A,CHIMBOTE,02180101700006A,"3793"
"3795","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","007",A,CHIMBOTE,02180101700007A,"3794"
"3796","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","009",,CHIMBOTE,"02180101700009","3795"
"3797","021801","02",ANCASH,"18",SANTA,"01",CHIMBOTE,"0001",CHIMBOTE,"017","00","008",,CHIMBOTE,"02180101700008","3796"
