fid,UBIGEO,CODDPTO,NOMBDPTO,CODPROV,NOMBPROV,CODDIST,NOMBDIST,CODCCPP,NOMCCPP,CODZONA,SUFZONA,CODMZNA,SUFMZNA,CIUDAD,IDMANZANA,ID
"1","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",U,CHIMBOTE,02180900500060U,"1"
"2","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",T,CHIMBOTE,02180900500060T,"2"
"3","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","062",,CHIMBOTE,"02180900500062","3"
"4","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",S,CHIMBOTE,02180900500060S,"4"
"5","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",V,CHIMBOTE,02180900500060V,"5"
"6","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",R,CHIMBOTE,02180900500060R,"6"
"7","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","061",,CHIMBOTE,"02180900500061","7"
"8","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",Q,CHIMBOTE,02180900500060Q,"8"
"9","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",P,CHIMBOTE,02180900500060P,"9"
"10","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",I,CHIMBOTE,02180900500060I,"10"
"11","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",O,CHIMBOTE,02180900500060O,"11"
"12","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",G,CHIMBOTE,02180900500060G,"12"
"13","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","060",,CHIMBOTE,"02180900500060","13"
"14","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","001",,CHIMBOTE,"02180900502001","14"
"15","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","002",,CHIMBOTE,"02180900502002","15"
"16","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","003",,CHIMBOTE,"02180900502003","16"
"17","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","004",,CHIMBOTE,"02180900502004","17"
"18","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","005",,CHIMBOTE,"02180900502005","18"
"19","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","006",,CHIMBOTE,"02180900502006","19"
"20","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","007",,CHIMBOTE,"02180900502007","20"
"21","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","008",,CHIMBOTE,"02180900502008","21"
"22","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","009",,CHIMBOTE,"02180900502009","22"
"23","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","010",,CHIMBOTE,"02180900502010","23"
"24","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","011",,CHIMBOTE,"02180900502011","24"
"25","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","012",,CHIMBOTE,"02180900502012","25"
"26","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","013",,CHIMBOTE,"02180900502013","26"
"27","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","014",,CHIMBOTE,"02180900502014","27"
"28","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","016",,CHIMBOTE,"02180900502016","28"
"29","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","017",,CHIMBOTE,"02180900502017","29"
"30","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","019",,CHIMBOTE,"02180900502019","30"
"31","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","020",,CHIMBOTE,"02180900502020","31"
"32","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","022",,CHIMBOTE,"02180900502022","32"
"33","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","023",,CHIMBOTE,"02180900502023","33"
"34","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","024",,CHIMBOTE,"02180900502024","34"
"35","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","025",,CHIMBOTE,"02180900502025","35"
"36","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","021",,CHIMBOTE,"02180900502021","36"
"37","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","018",,CHIMBOTE,"02180900502018","37"
"38","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","015",,CHIMBOTE,"02180900502015","38"
"39","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","039",,CHIMBOTE,"02180900502039","39"
"40","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","038",,CHIMBOTE,"02180900502038","40"
"41","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","033",,CHIMBOTE,"02180900502033","41"
"42","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","032",,CHIMBOTE,"02180900502032","42"
"43","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","040",,CHIMBOTE,"02180900502040","43"
"44","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","041",,CHIMBOTE,"02180900502041","44"
"45","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","037",,CHIMBOTE,"02180900502037","45"
"46","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","036",,CHIMBOTE,"02180900502036","46"
"47","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","035",,CHIMBOTE,"02180900502035","47"
"48","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","034",,CHIMBOTE,"02180900502034","48"
"49","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","031",,CHIMBOTE,"02180900502031","49"
"50","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","055",,CHIMBOTE,"02180900502055","50"
"51","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","056",,CHIMBOTE,"02180900502056","51"
"52","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","054",,CHIMBOTE,"02180900502054","52"
"53","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","053",,CHIMBOTE,"02180900502053","53"
"54","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","052",,CHIMBOTE,"02180900502052","54"
"55","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","051",B,CHIMBOTE,02180900502051B,"55"
"56","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","050",,CHIMBOTE,"02180900502050","56"
"57","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","048",,CHIMBOTE,"02180900502048","57"
"58","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","047",,CHIMBOTE,"02180900502047","58"
"59","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","046",,CHIMBOTE,"02180900502046","59"
"60","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","042",,CHIMBOTE,"02180900502042","60"
"61","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","043",,CHIMBOTE,"02180900502043","61"
"62","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","044",,CHIMBOTE,"02180900502044","62"
"63","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","045",,CHIMBOTE,"02180900502045","63"
"64","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","02","049",,CHIMBOTE,"02180900502049","64"
"65","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","001",,CHIMBOTE,"02180900503001","65"
"66","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","002",,CHIMBOTE,"02180900503002","66"
"67","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","003",,CHIMBOTE,"02180900503003","67"
"68","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","005",,CHIMBOTE,"02180900503005","68"
"69","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","006",,CHIMBOTE,"02180900503006","69"
"70","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","007",,CHIMBOTE,"02180900503007","70"
"71","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","008",,CHIMBOTE,"02180900503008","71"
"72","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","009",,CHIMBOTE,"02180900503009","72"
"73","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","010",,CHIMBOTE,"02180900503010","73"
"74","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","012",,CHIMBOTE,"02180900503012","74"
"75","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","011",,CHIMBOTE,"02180900503011","75"
"76","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","013",,CHIMBOTE,"02180900503013","76"
"77","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","014",,CHIMBOTE,"02180900503014","77"
"78","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","015",,CHIMBOTE,"02180900503015","78"
"79","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","016",,CHIMBOTE,"02180900503016","79"
"80","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","017",,CHIMBOTE,"02180900503017","80"
"81","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","018",,CHIMBOTE,"02180900503018","81"
"82","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","019",A,CHIMBOTE,02180900503019A,"82"
"83","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","021",,CHIMBOTE,"02180900503021","83"
"84","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","022",,CHIMBOTE,"02180900503022","84"
"85","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","025",,CHIMBOTE,"02180900503025","85"
"86","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","023",,CHIMBOTE,"02180900503023","86"
"87","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","024",,CHIMBOTE,"02180900503024","87"
"88","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","027",,CHIMBOTE,"02180900503027","88"
"89","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","026",,CHIMBOTE,"02180900503026","89"
"90","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","029",,CHIMBOTE,"02180900503029","90"
"91","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","028",,CHIMBOTE,"02180900503028","91"
"92","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","030",,CHIMBOTE,"02180900503030","92"
"93","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","033",,CHIMBOTE,"02180900503033","93"
"94","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","034",,CHIMBOTE,"02180900503034","94"
"95","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","031",,CHIMBOTE,"02180900503031","95"
"96","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","032",,CHIMBOTE,"02180900503032","96"
"97","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","035",,CHIMBOTE,"02180900503035","97"
"98","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","036",,CHIMBOTE,"02180900503036","98"
"99","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","037",,CHIMBOTE,"02180900503037","99"
"100","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","040",,CHIMBOTE,"02180900503040","100"
"101","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","041",,CHIMBOTE,"02180900503041","101"
"102","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","039",,CHIMBOTE,"02180900503039","102"
"103","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","038",,CHIMBOTE,"02180900503038","103"
"104","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","042",,CHIMBOTE,"02180900503042","104"
"105","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","044",,CHIMBOTE,"02180900503044","105"
"106","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","043",,CHIMBOTE,"02180900503043","106"
"107","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","045",,CHIMBOTE,"02180900503045","107"
"108","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","046",,CHIMBOTE,"02180900503046","108"
"109","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","047",,CHIMBOTE,"02180900503047","109"
"110","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","051",B,CHIMBOTE,02180900300051B,"110"
"111","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","058",B,CHIMBOTE,02180900400058B,"111"
"112","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","019",A,CHIMBOTE,02180900500019A,"112"
"113","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","015",B,CHIMBOTE,02180900503015B,"113"
"114","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","015",A,CHIMBOTE,02180900503015A,"114"
"115","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","03","015",C,CHIMBOTE,02180900503015C,"115"
"116","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","010",,CHIMBOTE,"02180900400010","116"
"117","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","011",,CHIMBOTE,"02180900400011","117"
"118","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","039",,CHIMBOTE,"02180900400039","118"
"119","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","007",,CHIMBOTE,"02180900500007","119"
"120","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","006",,CHIMBOTE,"02180900500006","120"
"121","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","003",,CHIMBOTE,"02180900500003","121"
"122","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","004",,CHIMBOTE,"02180900500004","122"
"123","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","005",,CHIMBOTE,"02180900500005","123"
"124","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","009",,CHIMBOTE,"02180900500009","124"
"125","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","012",,CHIMBOTE,"02180900500012","125"
"126","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","059",,CHIMBOTE,"02180900400059","126"
"127","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","052",,CHIMBOTE,"02180900500052","127"
"128","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","050",,CHIMBOTE,"02180900500050","128"
"129","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","049",,CHIMBOTE,"02180900500049","129"
"130","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","051",,CHIMBOTE,"02180900500051","130"
"131","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","053",,CHIMBOTE,"02180900100053","131"
"132","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","054",,CHIMBOTE,"02180900100054","132"
"133","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","055",,CHIMBOTE,"02180900100055","133"
"134","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","056",,CHIMBOTE,"02180900100056","134"
"135","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","057",,CHIMBOTE,"02180900100057","135"
"136","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","059",,CHIMBOTE,"02180900100059","136"
"137","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"001","00","009",,CHIMBOTE,"02180900100009","137"
"138","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","002",,CHIMBOTE,"02180900200002","138"
"139","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","003",,CHIMBOTE,"02180900200003","139"
"140","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"002","00","004",,CHIMBOTE,"02180900200004","140"
"141","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","059",,CHIMBOTE,"02180900300059","141"
"142","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","060",,CHIMBOTE,"02180900300060","142"
"143","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","061",,CHIMBOTE,"02180900300061","143"
"144","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","062",,CHIMBOTE,"02180900300062","144"
"145","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"003","00","044",A,CHIMBOTE,02180900300044A,"145"
"146","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","057",K,CHIMBOTE,02180900400057K,"146"
"147","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","057",J,CHIMBOTE,02180900400057J,"147"
"148","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","002",A,CHIMBOTE,02180900400002A,"148"
"149","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","058",,CHIMBOTE,"02180900400058","149"
"150","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"004","00","058",A,CHIMBOTE,02180900400058A,"150"
"151","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","020",B,CHIMBOTE,02180900500020B,"151"
"152","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","020",A,CHIMBOTE,02180900500020A,"152"
"153","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","047",A,CHIMBOTE,02180900500047A,"153"
"154","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","059",A,CHIMBOTE,02180900500059A,"154"
"155","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","001",,CHIMBOTE,"02180900501001","155"
"156","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","002",,CHIMBOTE,"02180900501002","156"
"157","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","003",,CHIMBOTE,"02180900501003","157"
"158","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","004",,CHIMBOTE,"02180900501004","158"
"159","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","005",,CHIMBOTE,"02180900501005","159"
"160","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","006",,CHIMBOTE,"02180900501006","160"
"161","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","01","007",,CHIMBOTE,"02180900501007","161"
"162","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","008",,CHIMBOTE,"02180900500008","162"
"163","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","042",,CHIMBOTE,"02180900500042","163"
"164","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","011",,CHIMBOTE,"02180900500011","164"
"165","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","043",,CHIMBOTE,"02180900500043","165"
"166","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","035",,CHIMBOTE,"02180900500035","166"
"167","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","027",,CHIMBOTE,"02180900500027","167"
"168","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","029",,CHIMBOTE,"02180900500029","168"
"169","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","028",,CHIMBOTE,"02180900500028","169"
"170","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","030",,CHIMBOTE,"02180900500030","170"
"171","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","031",,CHIMBOTE,"02180900500031","171"
"172","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"005","00","024",,CHIMBOTE,"02180900500024","172"
